date,Worldwide,Afghanistan,Aland Islands,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,British Indian Ocean Territory,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada ,Cape Verde,Cayman Islands ,Central African Republic,Chad,Chile,China,"Hong Kong, SAR China","Macao, SAR China",Colombia,Comoros,Congo (Brazzaville) ,"Congo, (Kinshasa)",Cook Islands ,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Falkland Islands (Malvinas) ,Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany ,Ghana,Gibraltar ,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,"Iran, Islamic Republic of",Iraq,Ireland,Isle of Man ,Israel ,Italy ,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Korea (North),Korea (South),Kuwait,Kyrgyzstan,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macedonia, Republic of",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,"Micronesia, Federated States of",Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Palestinian Territory,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Réunion,Romania,Russian Federation ,Rwanda,Saint-Barthélemy,Saint Helena ,Saint Kitts and Nevis,Saint Lucia,Saint-Martin (French part),Saint Pierre and Miquelon ,Saint Vincent and Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Svalbard and Jan Mayen Islands ,Swaziland,Sweden,Switzerland,Syrian Arab Republic (Syria),"Taiwan, Republic of China ",Tajikistan,"Tanzania, United Republic of ",Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands ,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic),Viet Nam,"Virgin Islands, US",Western Sahara ,Yemen,Zambia,Zimbabwe
2008-01-01,31,14,0,30,39,16,21,7,43,16,26,29,25,9,10,24,66,26,44,45,34,17,23,27,48,11,40,24,19,12,39,0.0,12,25,20,0,35,31,15,0,33,0,0,13,4,31,11,22,0,0,3,7,31,19,21,7,29,29,19,0,10,32,39,27,27,0,5,28,55,0,8,16,16,28,12,20,22,11,18,7,35,8,26,19,7,27,52,44,0,38,0,36,29,27,14,40,52,49,18,17,21,0,37,13,33,20,0,30,39,33,0,0,66,46,32,25,21,44,0,0,23,3,19,13,31,21,25,26,19,17,12,0,64,11,45,0,32,16,43,67.0,11,29,0,20,10,17,9,0,61,18,6,9,41,18,34,33,35,15,58,0,25,29,25,30,34,75,28,8,39,24,20,16,45,26,0,0,0,22,0,0,6,0,7,16,34,25,35,0,0,20,25,10,8,16,22,0,14,29,27,13,0,0,18,12,22,17,21,30,34,0,20,0,64,31,12,0,24,27,54,30,18,58,25,36,14,19,17,38,0,47,39,11
2008-02-01,32,18,0,26,30,0,37,52,0,32,27,38,22,10,8,21,44,26,50,24,54,16,15,11,23,34,58,25,12,15,13,0.0,17,23,27,0,38,39,16,0,44,0,0,13,3,27,5,22,0,40,13,8,43,25,15,7,25,32,18,9,17,36,53,27,22,0,10,18,38,0,17,18,17,27,39,25,26,15,22,6,33,12,25,10,7,46,34,43,0,0,0,15,39,36,14,38,56,48,17,25,19,0,37,13,44,20,0,36,34,42,0,0,53,42,45,15,24,35,7,0,41,21,17,13,19,19,18,25,16,20,16,0,27,3,23,0,33,0,41,24.0,14,52,0,26,22,22,33,0,65,17,27,11,42,25,32,33,34,23,47,0,20,22,0,26,35,69,28,7,49,22,33,17,48,23,0,0,19,22,0,0,14,20,4,17,39,33,43,16,0,19,20,11,0,10,23,0,13,32,33,21,0,25,15,12,30,16,7,23,37,9,22,31,44,32,12,0,0,22,43,26,17,61,24,22,13,19,15,46,0,36,33,29
2008-03-01,31,13,0,14,24,15,27,38,0,20,27,37,12,10,9,10,64,21,32,16,33,17,19,30,12,37,46,25,21,15,16,0.0,11,25,21,8,37,35,16,0,43,13,0,16,4,26,11,23,0,56,7,0,32,38,16,5,22,29,21,36,16,34,47,26,21,6,9,24,34,0,23,8,18,27,45,32,9,16,14,6,35,13,24,21,10,26,46,41,0,0,0,29,14,31,11,36,51,47,19,14,19,0,34,12,49,18,0,34,30,41,0,0,62,55,23,14,24,45,0,27,24,8,20,13,43,10,6,27,18,9,7,0,37,6,16,0,28,15,41,53.0,14,41,0,21,5,13,11,64,45,18,14,11,38,10,37,48,38,27,51,0,43,25,45,38,38,65,33,7,43,25,6,17,53,15,0,0,7,4,0,0,0,0,3,0,39,28,34,7,15,17,19,9,7,9,20,0,14,32,18,14,0,0,19,13,33,16,13,23,28,23,14,0,40,31,12,0,0,17,57,27,16,61,21,27,0,19,18,11,0,32,29,13
2008-04-01,33,12,0,22,33,0,21,30,22,25,29,10,17,10,9,24,25,21,43,19,34,16,31,33,20,9,58,28,22,15,25,0.0,7,28,19,29,24,41,15,0,32,0,0,16,4,30,13,22,0,0,14,0,27,21,23,9,23,31,19,36,16,38,55,30,26,5,4,25,48,0,16,10,13,26,22,34,27,17,12,6,36,13,22,10,0,36,37,45,0,26,0,37,13,34,13,28,53,45,20,24,20,0,36,13,55,19,0,30,38,33,0,0,64,50,52,11,29,47,15,8,26,6,18,11,12,24,15,25,17,11,16,0,41,6,20,0,31,0,46,23.0,18,34,0,21,19,29,14,0,47,16,28,10,40,22,32,30,40,29,55,0,27,16,42,31,38,60,34,6,45,22,19,18,49,12,0,0,13,12,0,0,6,0,9,0,38,25,39,0,19,17,23,12,0,10,22,0,15,30,35,21,0,26,18,13,49,17,15,27,30,20,24,0,44,35,11,0,0,27,48,33,16,64,22,21,22,19,16,45,0,58,22,34
2008-05-01,30,16,0,23,28,6,35,22,0,15,26,30,27,10,10,18,62,28,34,19,48,17,21,18,44,15,52,17,19,16,12,0.0,22,24,10,9,23,35,14,0,39,0,0,15,4,27,17,20,0,0,9,0,33,17,21,6,26,31,18,43,0,30,44,31,29,0,5,30,63,0,31,23,18,26,11,23,16,14,19,6,36,17,26,0,8,17,41,39,0,0,0,35,19,37,11,28,49,41,21,27,19,0,39,14,57,19,0,31,22,33,18,0,73,50,34,13,29,59,0,5,32,11,20,10,18,14,21,24,15,7,14,0,16,10,23,0,28,0,45,15.0,16,41,0,18,18,16,23,0,45,16,24,11,38,17,32,28,33,26,52,0,29,17,18,27,33,56,31,7,43,27,6,19,51,25,0,100,27,8,0,0,23,0,0,0,39,38,33,22,10,18,19,11,0,20,24,0,14,35,24,21,0,0,16,12,27,15,6,24,28,10,12,0,38,44,11,13,7,30,45,31,16,59,24,27,0,19,18,43,0,57,25,19
2008-06-01,29,20,0,28,21,0,15,10,22,38,27,24,18,10,9,18,48,20,49,35,33,14,26,24,38,16,52,22,26,16,51,0.0,13,23,24,31,37,47,14,0,26,0,0,16,4,30,17,17,0,0,12,7,35,18,20,9,22,28,18,38,12,38,41,27,29,0,21,21,52,0,16,20,13,22,22,34,18,17,18,5,36,4,24,0,7,65,47,33,0,0,15,6,22,37,13,18,52,37,19,22,19,0,38,14,45,20,0,26,36,25,20,0,73,39,32,0,18,46,14,6,23,8,18,13,15,14,5,22,30,9,11,0,27,2,15,0,27,0,21,31.0,15,11,0,19,2,16,25,0,31,14,26,11,23,0,34,12,28,38,55,0,24,24,0,20,37,56,28,6,35,28,49,14,46,22,0,0,6,25,0,0,6,0,0,0,37,32,26,15,0,18,19,10,0,10,21,0,15,44,15,15,0,14,13,12,42,15,19,32,33,0,21,0,33,29,12,0,7,43,48,25,16,56,22,37,0,17,18,13,0,41,30,6
2008-07-01,28,26,0,33,26,0,23,15,19,40,22,28,11,9,9,23,49,30,39,23,29,15,11,16,29,24,52,12,38,13,24,0.0,22,26,25,0,21,36,15,0,40,0,0,14,3,27,8,21,0,0,12,0,37,20,19,7,30,26,16,15,4,34,44,23,25,0,4,19,43,0,0,18,14,23,13,33,8,10,14,6,34,13,25,0,2,43,37,45,0,11,0,20,16,27,13,39,52,42,21,25,17,0,37,13,48,17,0,36,28,30,0,0,63,39,21,8,16,46,6,0,27,8,18,13,15,18,15,25,15,7,15,0,16,7,24,0,28,0,32,53.0,17,21,0,16,21,28,9,0,63,18,12,10,51,16,30,20,32,26,48,0,17,22,18,25,36,64,34,6,39,21,12,18,40,17,0,0,0,40,0,0,16,0,0,15,36,44,32,14,18,18,21,9,0,9,19,0,15,37,25,45,0,26,15,12,28,17,13,42,31,0,20,0,40,24,12,0,6,18,39,29,15,54,23,12,0,18,15,41,0,42,41,31
2008-08-01,32,11,0,38,19,16,16,16,0,34,28,18,26,11,9,16,39,20,43,21,42,16,27,12,38,16,61,23,14,18,95,0.0,24,23,11,9,12,35,16,0,20,0,0,17,5,29,26,23,0,39,3,7,33,27,21,8,27,31,17,22,13,35,36,24,25,7,9,29,45,0,21,15,16,25,14,26,4,11,22,6,36,4,27,44,4,27,52,59,0,11,0,27,19,27,13,44,52,43,19,30,17,0,35,15,56,20,0,40,34,33,0,0,73,44,22,16,24,48,0,5,25,17,25,11,23,24,13,24,12,9,18,0,16,14,25,65,28,35,38,20.0,20,29,0,16,19,23,25,0,34,18,21,12,29,7,31,71,22,17,48,0,25,26,0,26,36,77,31,7,47,20,18,16,51,23,0,0,38,24,0,0,26,0,0,0,38,38,33,0,11,21,17,12,7,10,20,0,19,27,43,16,0,13,16,13,23,17,33,26,33,0,25,19,42,33,13,0,0,24,39,26,16,58,29,17,0,18,15,11,0,64,35,47
2008-09-01,31,12,0,20,30,11,33,46,64,37,26,20,7,11,9,20,55,23,34,39,43,18,13,15,41,14,47,17,7,18,24,100.0,27,25,20,14,35,28,15,0,50,0,0,15,4,33,21,21,0,0,23,6,32,21,21,11,25,32,17,49,22,40,48,28,28,10,13,27,27,0,7,25,13,29,12,23,17,20,21,6,34,20,25,9,11,41,44,40,0,20,0,40,10,36,13,35,55,44,18,26,19,0,37,12,47,20,0,37,30,34,0,0,65,46,18,13,21,41,9,0,38,14,20,12,11,16,24,23,11,7,16,0,38,4,20,0,26,11,31,8.0,17,34,0,22,16,30,13,0,36,16,23,11,32,16,33,35,29,34,59,0,21,20,37,28,37,64,27,7,49,27,35,15,49,31,0,0,19,21,0,0,0,16,3,15,38,42,30,8,23,19,17,11,0,19,18,0,16,47,38,24,0,25,16,12,32,15,12,33,29,0,11,0,39,34,12,0,0,24,46,30,17,63,22,26,0,20,18,31,0,52,42,34
2008-10-01,32,15,0,26,32,20,18,38,0,29,27,30,19,10,9,27,32,29,52,23,35,16,13,12,33,14,54,19,22,16,12,0.0,6,22,18,7,48,55,16,0,20,0,0,15,4,29,14,21,7,59,25,6,38,21,20,8,30,34,19,12,19,36,46,33,27,0,23,34,42,0,6,18,14,27,21,32,10,23,14,6,39,14,29,8,14,8,47,42,0,22,0,46,13,33,12,28,57,56,26,28,20,0,35,12,46,21,0,46,34,47,0,0,68,50,24,10,22,43,8,15,37,12,25,13,18,19,18,27,25,11,14,0,40,5,30,0,29,22,44,30.0,18,0,0,24,16,24,31,0,37,16,23,10,30,6,40,41,34,20,65,0,34,32,0,33,38,74,28,8,40,31,32,17,45,24,0,0,15,58,0,0,5,0,0,13,43,36,26,7,15,19,25,11,12,8,20,0,15,35,25,14,0,10,17,12,36,16,42,39,26,12,6,41,47,31,13,8,18,36,45,34,17,62,21,41,35,18,15,56,0,40,45,36
2008-11-01,34,18,0,30,36,10,20,41,40,43,30,21,33,13,12,22,29,34,58,44,48,23,18,17,31,21,63,31,16,18,11,0.0,14,26,66,0,29,62,20,0,52,63,0,19,5,39,23,24,0,79,23,0,43,30,20,16,24,34,22,48,14,50,54,33,46,5,8,27,66,0,19,27,17,38,59,35,35,9,19,8,49,8,28,9,12,80,61,46,0,20,0,56,32,51,16,31,61,58,31,24,24,0,36,16,45,24,0,26,50,52,0,0,69,56,22,23,31,49,9,11,36,5,20,16,24,42,29,33,23,19,20,0,61,4,31,0,34,14,32,41.0,19,40,0,22,21,26,38,0,50,20,31,16,36,13,42,51,39,36,59,0,38,30,70,46,47,76,29,9,45,30,52,20,52,39,0,0,11,64,0,0,31,16,0,0,42,59,29,16,22,22,29,9,0,31,27,0,19,51,40,23,0,24,18,16,41,19,50,39,38,0,26,24,46,33,13,4,6,38,61,30,19,62,24,19,34,25,17,46,0,46,73,65
2008-12-01,26,13,0,13,23,5,6,11,0,23,19,16,19,8,8,21,38,25,37,19,30,14,12,12,26,18,58,20,4,11,10,28.0,9,25,24,0,30,39,13,0,25,0,0,12,4,26,17,17,7,0,0,0,30,18,13,6,14,26,16,17,12,24,39,25,25,0,8,25,26,0,7,16,11,22,11,25,4,12,18,5,32,12,19,11,8,30,39,31,0,21,0,13,16,34,13,24,46,41,17,27,15,0,29,9,33,19,0,26,28,34,0,0,50,46,25,19,26,42,0,0,18,3,18,8,17,34,45,19,14,10,14,0,9,0,18,0,24,15,21,28.0,22,23,0,16,11,20,20,0,39,14,9,9,41,0,34,8,24,28,45,0,19,22,0,24,29,53,21,6,36,12,20,15,45,12,0,0,11,0,0,0,6,0,0,0,41,36,31,18,25,16,22,8,0,16,17,0,13,30,35,7,0,19,13,11,28,16,20,21,29,0,2,0,38,17,11,0,12,18,44,26,13,51,13,28,0,13,14,30,0,37,43,22
2009-01-01,29,17,0,12,26,0,6,18,37,23,23,18,26,9,10,22,48,23,21,23,38,17,5,25,32,35,54,22,37,13,29,24.0,3,24,20,15,24,33,14,0,35,0,0,13,3,28,10,19,15,0,11,7,40,15,22,9,24,26,19,31,10,31,41,24,25,0,4,24,28,0,22,17,16,26,0,29,22,10,18,6,40,4,19,0,16,20,37,37,0,9,0,21,13,34,13,30,48,44,16,21,22,0,30,12,42,21,0,34,34,32,0,0,57,48,24,11,31,37,0,0,19,2,18,12,21,21,20,26,12,15,15,0,20,3,18,0,28,0,28,38.0,13,10,0,18,18,21,24,0,30,16,23,10,30,13,33,22,31,28,44,14,18,25,19,26,33,69,26,7,37,24,19,16,38,7,0,37,0,20,0,0,19,0,0,0,37,31,38,8,15,18,25,9,6,9,18,0,15,34,25,26,0,13,15,12,30,18,5,25,28,11,13,0,37,17,11,4,31,21,39,25,16,57,25,31,0,18,15,36,0,32,29,46
2009-02-01,28,14,0,13,24,0,11,21,33,31,23,14,10,8,8,16,46,31,34,24,39,14,19,21,30,38,49,15,17,12,41,0.0,17,19,20,7,31,31,15,0,27,0,0,13,3,28,14,17,0,25,16,7,31,15,19,6,22,23,17,21,11,34,40,23,21,0,4,20,32,0,0,30,14,24,35,49,19,11,20,5,31,16,21,18,5,7,51,40,0,27,0,11,16,33,11,26,44,43,17,31,17,0,31,10,27,21,0,28,24,26,0,0,60,41,31,19,24,30,6,8,18,10,15,14,17,12,27,24,19,10,6,0,8,2,17,0,30,27,35,47.0,11,9,48,16,17,14,12,0,32,14,5,9,29,7,24,23,31,27,43,0,27,22,0,29,34,65,23,6,43,20,24,14,40,22,0,0,6,0,0,0,0,31,0,0,39,35,31,0,0,14,22,11,0,29,18,0,14,25,25,7,0,14,13,11,32,16,5,21,29,0,11,0,30,24,10,6,0,24,40,22,15,60,19,19,0,14,14,26,0,42,51,43
2009-03-01,28,16,0,9,22,13,36,30,39,13,23,20,15,9,9,18,35,30,30,24,46,13,19,17,35,26,46,26,14,14,19,17.0,8,20,14,14,16,34,14,0,24,0,0,12,4,27,14,19,0,0,11,12,33,7,15,5,16,22,17,9,4,32,41,26,26,0,4,26,27,0,16,15,15,25,0,23,14,7,9,6,26,14,18,8,3,26,21,49,0,18,0,24,22,28,13,40,44,40,16,28,17,0,29,11,28,19,0,25,35,26,23,0,61,40,24,23,31,32,0,5,31,13,17,11,20,24,7,20,11,20,8,0,34,2,32,0,24,12,37,41.0,15,8,0,14,5,16,18,28,33,16,28,9,28,11,24,50,31,23,46,0,22,19,14,26,35,58,25,6,38,18,12,14,43,24,0,0,15,17,0,0,10,0,0,0,39,25,29,0,0,16,20,8,0,0,17,0,13,25,14,17,0,0,14,12,31,19,5,22,25,0,7,0,42,23,10,0,0,18,37,27,15,57,17,19,0,15,13,38,0,26,15,18
2009-04-01,28,16,0,25,29,5,16,9,64,17,28,14,28,9,8,20,43,28,36,37,35,14,18,14,31,13,43,12,10,14,10,0.0,23,22,13,16,22,44,14,0,33,0,0,14,4,25,16,17,0,0,8,0,34,11,14,11,17,22,18,9,10,32,26,24,25,0,12,24,25,0,6,18,14,23,0,25,11,10,16,5,28,17,22,8,12,35,64,31,0,0,0,56,17,36,12,38,39,35,19,24,17,0,32,10,36,19,0,28,32,21,0,0,56,41,22,11,30,34,5,8,25,10,17,9,18,15,40,20,5,4,5,0,32,8,19,0,23,23,37,21.0,18,19,0,14,11,7,4,0,17,15,11,9,14,0,29,22,29,27,51,14,28,23,66,26,31,55,22,5,42,25,13,15,44,15,0,53,12,17,0,0,14,0,2,0,34,24,22,0,15,17,19,12,0,0,17,0,14,24,26,18,0,0,14,12,23,17,13,13,28,12,13,16,35,23,12,0,0,21,40,26,14,59,21,16,0,14,14,20,0,48,28,13
2009-05-01,26,13,0,16,25,5,34,18,16,27,23,22,41,9,8,17,43,28,34,15,34,14,11,9,33,7,38,17,18,14,39,0.0,7,23,29,17,26,40,14,0,29,0,0,14,4,26,28,16,0,24,15,0,34,20,14,5,24,25,17,10,5,30,37,25,22,0,4,28,42,0,12,11,13,25,0,34,19,16,16,5,33,3,20,15,7,20,38,28,0,0,16,19,13,39,12,36,39,36,15,19,14,0,31,10,38,19,0,32,24,31,0,0,61,35,22,9,30,37,0,0,46,4,16,12,13,0,7,18,11,9,12,0,22,2,20,0,22,26,20,29.0,20,41,0,17,2,11,15,0,25,14,24,10,22,0,22,14,33,26,43,0,23,20,14,21,36,53,22,5,42,31,21,13,42,30,0,56,5,33,0,0,5,0,7,0,31,25,25,0,0,16,16,13,0,9,17,0,13,15,17,5,0,14,15,12,26,17,0,23,26,0,11,28,30,23,10,0,0,21,38,25,14,56,17,29,10,15,14,43,0,47,32,17
2009-06-01,27,23,0,11,28,0,18,24,17,30,24,10,28,9,8,18,46,26,36,28,23,13,14,7,48,7,40,15,15,16,43,0.0,15,24,8,7,19,30,14,0,39,67,0,15,3,22,11,15,0,0,8,0,41,16,14,8,22,26,15,21,4,28,42,45,30,4,13,26,33,0,6,14,12,23,0,29,15,15,17,5,33,17,19,15,14,26,37,41,0,0,0,37,20,46,13,33,39,37,15,23,15,0,30,12,35,19,0,40,16,22,0,0,68,39,19,25,21,30,0,0,26,7,13,12,12,10,24,19,6,12,11,0,19,2,22,0,24,0,30,14.0,17,0,0,16,10,21,13,0,18,14,13,10,31,0,27,21,24,41,51,26,23,22,14,21,38,52,23,5,38,23,20,16,37,11,0,0,10,48,0,0,10,0,2,0,48,21,18,0,12,14,18,6,5,0,18,0,15,18,34,23,0,14,13,11,28,17,9,29,30,0,17,0,36,27,11,0,0,25,32,31,14,52,17,21,0,15,13,52,0,64,23,9
2009-07-01,26,26,0,19,23,5,12,44,15,24,22,14,20,9,8,16,39,21,32,32,28,13,19,5,34,0,34,13,10,12,11,0.0,11,17,9,0,17,41,14,0,23,0,0,13,3,27,12,16,0,0,15,0,29,11,16,8,24,24,15,26,9,24,31,23,19,5,22,22,45,0,18,14,13,22,48,30,13,16,13,5,30,14,18,43,2,25,30,40,0,0,0,46,20,43,11,27,39,32,14,19,16,0,27,11,34,19,0,27,17,30,0,0,59,40,19,21,23,35,0,3,17,5,17,12,22,10,6,20,17,17,19,0,28,2,12,0,26,12,26,29.0,14,29,0,17,5,20,17,0,28,15,23,8,17,65,28,13,23,26,48,29,50,28,15,18,34,54,23,6,30,21,42,13,35,9,0,27,14,0,0,0,23,0,0,0,38,27,22,7,12,15,17,10,10,0,17,0,13,25,42,11,0,0,13,12,24,17,0,28,26,12,13,0,30,21,11,0,0,18,33,26,13,50,14,14,0,15,14,19,0,38,24,21
2009-08-01,26,14,0,13,18,0,13,21,17,29,23,16,16,9,7,15,47,20,30,16,35,14,29,5,22,13,45,16,12,13,11,0.0,11,19,16,9,34,29,14,0,21,0,0,14,3,27,10,18,5,17,14,0,39,12,13,7,22,24,16,28,23,33,34,22,32,0,11,24,48,0,5,12,14,23,13,8,14,19,12,5,25,10,18,0,7,6,30,45,0,10,0,24,16,33,12,39,42,37,15,19,15,0,25,11,43,19,0,31,24,22,12,0,62,37,27,12,21,26,0,4,13,2,14,11,18,5,29,20,19,9,11,0,22,7,19,0,32,26,25,16.0,7,0,0,18,2,20,20,0,26,15,6,9,26,0,26,6,25,28,48,11,37,19,28,25,30,54,22,5,37,22,7,11,35,13,0,27,11,16,0,0,9,0,5,0,39,25,26,0,13,16,18,9,13,16,17,0,13,24,21,18,0,12,13,11,29,16,29,28,27,0,6,30,33,28,10,2,0,21,34,24,14,50,15,18,8,14,11,5,0,33,24,18
2009-09-01,26,22,0,17,21,15,17,6,15,13,21,23,11,9,8,13,47,24,37,31,27,15,8,5,43,7,46,16,9,15,10,0.0,10,16,15,9,26,22,14,0,36,0,0,11,3,28,16,16,0,0,4,0,33,16,17,9,21,25,16,39,10,43,34,25,21,0,4,21,37,0,39,9,13,23,0,15,12,12,7,6,21,13,19,0,22,38,30,37,0,11,0,37,17,32,12,29,40,34,17,34,15,0,27,10,32,20,0,26,14,22,0,0,67,47,23,3,22,21,0,0,33,11,21,11,13,23,19,24,26,4,20,0,22,5,17,0,23,41,32,27.0,11,8,0,15,9,16,19,0,29,15,15,9,25,0,27,24,27,22,51,13,42,24,61,14,32,52,22,7,41,25,25,14,39,19,0,0,15,15,0,0,9,0,0,0,38,34,22,0,7,17,14,11,0,13,16,0,14,22,31,7,0,28,13,11,28,19,8,31,25,0,14,13,35,25,11,2,0,17,34,23,14,55,18,12,0,15,15,40,0,46,27,14
2009-10-01,27,22,0,16,27,31,25,13,0,24,23,15,17,10,8,16,46,35,41,21,35,15,18,19,42,13,33,17,16,13,30,22.0,16,20,7,0,19,37,15,0,25,0,0,14,3,27,15,16,0,39,13,11,40,10,16,8,18,25,17,22,7,31,37,28,27,0,8,19,40,0,0,9,13,24,0,31,10,14,14,5,33,6,20,7,11,13,40,39,0,0,0,17,14,57,13,29,41,31,19,19,16,0,25,9,34,20,0,27,32,24,0,0,64,42,16,6,22,32,5,0,29,10,16,13,21,23,0,19,5,7,10,0,24,2,18,0,25,19,38,7.0,15,16,0,18,2,14,4,0,21,15,16,10,27,0,26,27,32,23,36,34,38,19,0,21,30,56,22,6,35,26,25,14,40,22,0,0,14,14,0,0,13,9,0,0,33,25,20,0,5,18,19,9,0,38,17,0,15,28,22,11,0,0,13,11,31,19,8,22,27,10,13,0,27,26,12,2,0,24,38,24,14,58,20,30,0,16,15,40,0,47,21,25
2009-11-01,27,18,0,14,17,0,15,25,27,17,22,15,14,10,8,16,33,26,29,35,27,16,16,7,17,17,34,18,15,14,25,0.0,13,19,15,8,44,24,16,0,18,0,0,14,4,29,17,16,0,0,3,0,33,15,16,8,22,28,18,23,22,30,33,29,26,0,8,17,38,0,5,17,13,25,11,23,22,9,13,6,26,10,19,0,2,43,45,36,0,34,0,32,22,34,13,36,43,33,20,24,16,0,25,10,39,19,0,34,18,27,0,0,64,39,21,10,21,29,9,8,25,0,21,10,24,24,0,17,6,14,17,0,21,2,12,0,25,10,34,6.0,16,54,0,18,6,14,17,0,23,14,28,9,33,42,27,32,28,16,42,13,42,22,0,18,29,54,23,6,35,22,25,13,41,20,0,0,0,27,0,0,14,10,4,0,39,24,25,11,5,16,19,9,9,0,16,0,14,31,20,7,0,0,14,12,36,19,8,25,27,0,11,16,32,27,11,4,0,16,33,26,14,54,17,20,8,15,15,38,0,61,26,24
2009-12-01,24,19,0,3,24,0,20,7,25,14,19,14,14,9,7,13,34,22,22,17,25,13,8,8,45,8,31,12,6,13,11,0.0,13,18,23,0,12,25,13,0,21,0,0,10,3,26,13,12,7,0,10,0,25,11,13,9,22,25,16,47,0,25,26,27,22,11,7,24,21,0,10,20,11,22,13,43,14,6,10,5,25,3,16,0,2,12,47,42,0,0,0,21,10,24,12,31,38,28,17,19,14,0,24,9,31,20,0,30,24,15,0,0,59,41,30,10,21,35,9,3,37,2,22,10,8,16,8,17,12,14,10,0,13,2,14,0,22,16,11,30.0,19,8,0,18,3,11,13,28,19,14,12,9,30,61,22,38,30,23,36,15,26,19,20,16,26,49,21,6,29,18,7,11,38,14,0,0,5,15,0,0,9,0,8,0,40,19,23,0,11,14,16,7,0,0,16,0,13,24,26,6,0,18,13,11,30,16,6,19,28,0,6,0,28,23,10,4,0,15,31,26,12,49,13,15,0,13,12,18,0,32,21,31
2010-01-01,26,18,0,11,25,0,13,23,0,45,22,8,26,9,8,18,54,17,27,26,32,15,11,10,22,18,46,13,8,13,29,0.0,14,21,7,0,17,10,16,0,27,0,0,13,3,25,15,15,0,0,16,5,31,14,17,10,26,24,17,10,24,34,29,24,26,10,4,19,27,0,5,23,15,26,10,28,24,12,13,6,22,6,18,6,2,24,41,41,0,0,0,39,35,31,13,36,39,27,14,23,17,0,26,10,31,21,0,20,18,25,12,0,61,45,22,18,19,27,22,6,21,10,19,10,16,5,9,17,21,7,11,0,33,2,10,0,26,11,28,31.0,12,20,0,14,10,14,21,0,24,15,3,10,31,27,17,5,32,22,39,0,23,19,0,19,29,50,30,6,38,22,27,14,34,21,0,39,9,27,0,0,15,23,5,0,41,33,23,0,0,16,21,11,0,23,15,0,15,24,31,15,0,12,14,13,27,14,10,13,27,9,12,0,20,25,11,2,0,19,32,22,14,56,27,20,10,14,14,8,0,17,12,12
2010-02-01,28,11,0,10,17,0,14,27,12,15,23,14,35,10,9,14,45,19,33,10,32,14,23,9,27,0,49,16,14,14,10,0.0,7,19,22,7,30,31,19,0,34,0,0,14,3,24,4,17,0,30,16,0,29,10,15,9,21,27,18,19,6,34,35,20,23,0,4,22,30,0,16,26,20,24,11,19,3,10,9,5,20,6,16,0,4,19,43,36,0,0,25,58,31,25,15,41,39,33,14,25,15,0,24,10,39,22,0,19,31,24,0,0,57,46,21,23,26,29,5,0,35,16,18,12,12,14,27,20,20,6,12,0,32,5,17,0,25,11,23,20.0,19,24,0,16,7,11,10,0,26,15,7,9,25,0,19,15,31,26,41,0,27,17,45,25,26,51,35,6,45,24,20,15,40,11,0,0,9,41,0,0,8,10,0,0,41,33,20,12,20,16,21,7,0,29,15,0,14,28,21,23,0,13,15,12,21,13,11,15,29,8,6,0,30,19,9,0,0,18,39,22,14,59,14,17,8,15,13,15,0,36,13,12
