date,Afghanistan,Åland Islands,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Plurinational State of Bolivia,"Bonaire, Sint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Indian Ocean Territory,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Democratic Republic of the Congo,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland Islands (the) [Malvinas],Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Islamic Republic of Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Korea (the Democratic People's Republic of),Republic of Korea,Kuwait,Kyrgyzstan,Lao People's Democratic Republic (the),Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Republic of North Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Federated States of Micronesia,Republic of Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,"Palestine, State of",Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Réunion,Romania,Russian Federation,Rwanda,Saint Barthélemy,"Saint Helena, Ascension and Tristan da Cunha",Saint Kitts and Nevis,Saint Lucia,French part Saint Martin,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Dutch part Sint Maarten,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Svalbard and Jan Mayen,Sweden,Switzerland,Syrian Arab Republic,Province of China Taiwan,Tajikistan,"Tanzania, United Republic of",Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United States of America,Uruguay,Uzbekistan,Vanuatu,Bolivarian Republic of Venezuela,Viet Nam,British Virgin Islands,Virgin Islands (U.S.),Western Sahara,Yemen,Zambia,Zimbabwe,Worldwide
2007-12-01,39,0,27,35,6,17,18,10,20,24,22,7,8,7,22,32,27,43,17,36,14,24,19,38,18,52,0,16,14,13,0.0,13,20,21,14,0,31,25,14,41,13,0,13,4,18,0,13,0,0,38,17,14,4,0,27,29,17,30,11,34,37,30,15,0,27,33,0,27,0,54,15,14,23,55,31,10,9,17,6,33,20,24,63,10,34,27,38,0,30,0,26,24,17,23,13,27,52,54,25,24,17,0,36,11,29,16,0,39,22,32,0,0.0,53,38,15,8,23,47,0,15,63,0,15,13,25,23,24,30,23,8,16,5,0,11,12,19,0,26,0,63,52.0,21,8,0,30,16,18,0,66,14,12,10,22,21,38,41,26,38,58,0,12,21,0,28,35,51,29,6,36,16,21,14,49,22,0,0,32,6,0,0,4,0,29,0,31,17,35,0,6,17,0,16,10,18,15,19,0,13,42,23,4,0,13,11,27,17,11,27,33,0,32,0,33,25,12,0,19,17,42,31,16,53,17,16,16,19,17,16,14,0,79,18,46,27
2008-01-01,36,0,19,38,5,20,23,9,31,28,19,11,10,10,22,53,31,38,25,35,19,48,13,47,30,39,0,21,20,13,0.0,12,25,19,0,0,48,33,15,49,20,0,13,4,21,0,8,0,17,34,13,20,5,0,31,30,20,9,21,37,52,33,22,24,14,27,14,40,0,17,11,14,27,16,31,17,8,12,7,37,5,25,23,14,29,36,46,0,15,0,20,33,29,29,14,45,53,53,19,17,23,0,37,14,34,18,0,42,31,39,0,0.0,59,47,22,0,21,48,4,0,55,12,19,10,8,20,0,15,26,15,20,16,0,62,2,42,0,32,0,54,46.0,22,37,0,27,13,48,0,58,18,11,9,47,0,35,100,35,22,55,0,11,31,11,45,35,67,28,8,47,27,19,18,49,25,0,0,0,10,0,0,0,0,24,28,36,23,35,12,0,20,0,23,13,0,0,23,0,14,33,29,11,0,16,13,30,20,11,33,46,0,21,0,53,38,12,57,25,36,46,26,19,57,20,18,13,20,18,0,55,0,32,31,37,30
2008-02-01,18,0,8,36,6,0,31,0,17,27,32,14,10,8,17,35,27,34,21,41,16,19,13,30,0,45,0,33,12,14,0.0,12,22,9,0,0,52,39,16,33,0,0,12,4,22,0,8,0,0,39,14,18,8,0,33,30,20,19,9,44,49,32,21,0,27,30,17,30,0,18,20,16,25,17,27,36,8,27,6,37,17,23,12,15,21,36,42,0,0,0,0,45,36,30,15,22,53,57,17,22,19,0,36,13,41,19,0,33,25,37,0,0.0,55,45,21,26,33,37,8,0,60,16,19,12,6,20,13,20,24,15,18,12,0,33,2,32,0,31,17,40,35.0,29,27,17,30,23,16,0,49,17,11,12,38,11,41,56,32,25,53,34,12,27,0,37,38,63,28,6,48,23,18,16,51,35,0,0,12,30,0,0,8,19,0,29,34,19,44,25,0,19,0,19,12,0,17,22,0,14,48,25,7,0,16,12,33,18,0,34,39,0,15,0,45,44,12,0,8,34,45,29,18,61,24,18,12,19,18,29,34,0,32,20,34,31
2008-03-01,29,0,22,27,5,28,27,0,8,27,46,19,10,9,24,36,27,27,27,61,18,29,19,14,22,39,0,25,37,16,0.0,4,29,40,29,0,45,35,15,35,16,0,15,4,20,0,7,40,15,37,15,19,8,0,16,29,19,15,40,35,54,34,21,8,13,28,0,30,0,18,20,19,27,76,27,18,9,16,6,29,6,26,22,18,30,39,37,0,0,14,15,9,56,26,13,27,51,57,18,20,20,0,35,13,42,18,0,30,20,40,0,0.0,64,46,15,6,25,41,0,11,39,3,22,10,10,26,9,13,26,23,9,11,0,47,3,23,0,29,17,38,21.0,13,43,0,28,13,43,100,36,19,19,11,40,0,41,63,37,42,54,0,16,24,11,43,38,57,33,7,43,25,30,20,54,25,0,0,24,14,0,0,0,21,0,0,38,20,30,0,8,20,0,22,11,14,45,21,0,14,42,15,8,0,17,14,24,21,5,27,35,0,21,37,39,29,12,0,0,45,54,28,17,60,25,16,0,18,18,0,26,0,47,36,13,31
2008-04-01,39,0,20,30,11,0,40,0,16,28,4,13,10,9,20,46,22,32,22,40,15,24,25,32,41,59,0,28,18,15,0.0,15,29,13,8,0,46,37,14,23,0,0,17,4,21,13,14,0,0,34,13,19,8,0,28,28,18,47,52,40,45,35,23,8,26,19,9,30,0,9,11,12,25,15,21,12,16,13,6,40,11,21,12,3,46,29,43,0,16,0,12,37,34,29,13,37,54,58,21,24,20,0,37,12,45,16,0,36,29,38,0,0.0,66,42,30,31,32,60,6,0,39,6,15,14,19,24,21,6,25,16,20,11,0,34,3,14,70,30,15,52,28.0,22,34,0,29,13,30,0,50,17,24,11,40,17,38,24,37,35,65,0,23,21,9,46,40,57,34,7,40,25,36,17,50,8,0,0,6,5,0,0,0,0,0,0,35,15,39,0,5,18,0,24,10,13,0,23,0,15,41,30,4,0,18,13,27,16,29,34,32,47,12,29,50,33,12,0,0,37,50,30,17,63,28,17,22,19,19,25,32,0,67,18,29,32
2008-05-01,42,0,14,27,13,15,40,0,8,26,16,17,10,9,25,35,26,31,26,27,15,19,19,39,37,48,0,26,26,16,0.0,19,26,36,10,0,40,44,14,33,0,0,16,4,20,0,11,0,0,35,10,19,7,0,23,30,18,29,0,37,49,35,18,0,7,23,9,38,0,9,15,16,26,14,18,20,8,23,6,35,18,23,0,4,17,39,43,0,16,13,17,14,32,25,11,18,50,46,21,23,18,0,33,13,54,18,0,39,21,34,0,0.0,67,37,43,16,34,49,3,0,23,31,17,15,16,20,26,24,24,8,5,18,0,42,6,26,0,28,0,63,49.0,14,61,0,24,22,45,0,58,16,43,9,39,9,35,37,32,43,63,45,15,27,9,41,35,58,28,6,40,23,18,18,50,38,0,38,32,0,0,0,18,0,0,0,42,18,43,11,8,18,0,22,11,0,16,24,0,14,40,31,11,0,16,12,23,19,0,22,32,15,26,28,30,43,12,0,8,41,48,30,16,60,23,32,0,18,19,0,39,0,60,35,19,30
2008-06-01,27,0,14,27,6,0,10,10,27,31,26,2,10,8,18,56,28,34,34,45,15,21,24,40,10,55,0,21,19,16,0.0,13,27,33,26,0,19,37,14,43,0,0,16,4,18,14,38,0,0,32,15,20,7,0,22,30,19,31,24,37,39,33,22,0,35,29,0,42,0,9,17,12,23,0,34,16,0,22,6,41,6,23,0,23,26,43,43,0,0,19,12,47,20,27,12,23,50,45,20,23,18,0,38,14,50,19,0,35,27,27,7,0.0,69,37,29,22,16,51,4,0,43,6,20,17,19,21,13,13,24,15,5,13,0,12,2,29,0,26,22,30,35.0,21,0,0,24,18,40,0,35,16,13,12,22,0,35,41,28,33,62,0,17,22,9,38,39,54,28,6,35,30,28,14,46,15,0,0,0,22,0,0,18,0,0,0,39,19,27,25,0,19,0,19,11,14,18,19,0,14,42,18,0,0,15,12,39,15,11,25,35,0,31,56,28,28,11,30,8,45,42,33,17,56,15,33,10,19,17,48,15,0,50,17,36,28
2008-07-01,36,0,20,25,0,22,11,8,20,25,39,14,9,8,21,27,23,37,22,33,18,32,23,19,0,48,0,16,19,14,0.0,25,25,41,0,0,30,28,15,25,0,0,15,4,20,0,19,0,0,34,14,19,8,0,25,28,19,88,37,39,52,24,19,0,19,12,18,36,0,0,11,16,23,0,15,20,2,25,6,37,16,27,39,9,73,31,42,0,0,0,37,33,26,24,13,22,51,50,23,18,18,0,36,13,46,17,0,46,15,36,0,0.0,62,40,20,5,25,44,8,0,35,16,14,14,2,10,16,6,22,12,11,18,0,4,0,17,0,29,18,32,47.0,17,40,0,23,25,34,0,59,19,16,10,27,7,31,85,27,27,57,0,15,28,24,25,37,54,32,6,33,19,6,17,42,15,0,0,0,0,0,0,17,18,0,24,40,24,27,0,11,18,0,16,9,14,15,18,0,16,35,14,16,0,17,11,36,16,19,39,36,0,23,26,41,32,12,0,13,30,43,32,16,54,20,21,0,18,15,33,42,0,50,36,15,27
2008-08-01,35,0,9,20,11,12,34,9,25,31,20,16,11,8,13,45,21,29,20,32,17,36,10,25,0,56,0,26,11,18,0.0,12,25,23,0,0,19,39,15,37,0,0,17,4,20,13,9,61,14,37,11,23,7,0,28,29,18,23,17,37,39,31,23,0,6,25,0,41,0,0,13,14,25,18,25,9,6,19,6,35,6,27,36,8,0,33,58,0,41,0,44,19,28,31,12,33,49,47,20,32,17,0,37,15,47,19,0,38,20,36,0,0.0,70,37,14,5,27,44,0,7,15,18,26,12,11,16,9,47,24,15,15,21,0,39,3,27,84,27,46,54,28.0,22,58,0,27,19,42,0,44,19,12,12,27,7,37,38,27,20,54,0,12,19,29,32,35,61,31,8,52,21,29,17,50,27,0,0,24,0,0,0,10,15,0,0,44,22,34,40,9,23,0,16,10,0,66,19,0,19,35,34,9,0,16,13,21,21,15,28,36,0,21,29,34,28,12,0,7,45,40,27,17,56,26,8,9,18,14,41,20,0,41,28,27,30
2008-09-01,14,0,24,27,10,5,41,22,18,26,2,6,11,8,30,54,30,32,17,45,16,12,8,34,26,45,0,17,26,19,0.0,15,23,38,10,0,30,40,15,35,47,0,15,4,19,0,41,0,0,33,11,19,10,0,28,32,18,21,31,36,52,32,30,15,33,29,19,35,0,15,30,15,27,16,28,12,9,17,6,35,0,22,0,13,79,22,37,0,0,0,26,50,35,31,14,37,54,46,19,25,19,0,36,11,46,20,0,54,27,35,0,0.0,60,39,23,10,24,47,5,0,55,5,17,15,21,14,14,38,25,10,2,16,0,34,5,27,0,27,0,35,29.0,13,52,0,25,8,63,0,29,17,13,11,32,15,33,56,30,48,62,0,14,23,17,25,36,56,27,6,44,29,17,16,48,24,0,0,12,23,0,0,3,0,11,0,34,26,32,27,14,18,0,19,10,0,16,19,0,17,39,32,17,0,16,12,23,17,9,38,29,0,17,24,41,29,11,14,22,34,45,29,17,61,20,23,19,19,17,12,30,0,48,24,27,31
2008-10-01,27,0,14,29,23,4,41,0,24,28,23,8,10,8,25,40,27,44,25,29,17,19,11,27,37,63,0,19,33,16,0.0,15,22,10,0,0,53,52,16,26,0,0,16,4,20,12,42,0,0,37,12,19,7,0,27,33,22,19,14,45,54,39,24,8,35,29,8,40,0,0,17,14,27,58,40,16,9,20,6,42,14,28,29,26,25,38,42,0,12,0,22,24,34,28,13,31,53,63,25,15,18,0,36,11,41,20,0,39,23,45,0,0.0,68,40,24,9,21,44,10,12,42,10,22,18,14,27,13,14,28,33,9,13,0,30,0,32,0,29,0,46,20.0,24,23,0,33,20,31,0,35,18,23,11,36,10,41,59,35,36,65,0,20,32,16,47,36,69,26,7,39,29,25,17,48,22,0,0,25,81,0,0,3,0,17,0,44,20,28,28,4,20,0,27,13,13,39,20,0,15,52,22,4,0,17,14,30,19,4,56,30,0,18,48,51,38,13,27,7,37,46,32,18,62,22,30,40,17,19,0,59,0,51,24,44,30
2008-11-01,33,0,19,28,0,4,71,10,22,32,17,22,13,12,23,33,25,50,43,42,22,42,21,32,27,65,0,30,31,19,37.0,25,27,49,10,0,42,73,19,36,33,0,20,5,24,0,23,0,0,42,18,22,16,0,26,36,22,49,14,49,54,43,35,8,22,31,20,41,0,22,29,18,36,45,35,27,18,18,8,43,17,27,10,15,59,41,53,0,12,0,43,61,32,36,17,33,57,66,27,26,22,0,38,16,43,21,0,32,35,62,0,0.0,68,53,25,19,39,49,6,7,45,9,17,19,22,23,19,57,33,28,17,15,0,47,4,43,100,34,39,40,45.0,17,8,0,33,32,45,0,49,20,27,17,49,18,42,42,39,41,61,0,17,25,35,50,46,72,28,10,42,28,56,19,52,50,0,0,22,89,0,0,9,14,9,23,44,41,35,14,21,22,0,28,12,0,87,24,0,21,68,33,24,0,20,17,29,20,14,27,46,36,23,57,47,39,13,0,7,60,53,37,19,64,20,23,0,23,18,0,54,0,67,47,89,34
2008-12-01,23,0,7,23,6,9,6,0,12,18,19,9,8,8,29,33,21,26,12,28,15,24,10,33,0,40,0,16,9,11,0.0,15,23,59,12,0,34,39,13,24,0,0,11,4,15,13,0,0,0,30,6,16,5,0,20,26,18,24,0,21,45,29,20,0,23,21,13,27,0,0,11,11,21,29,13,14,2,19,5,34,11,19,12,12,8,17,39,0,26,0,12,33,26,23,14,23,44,47,17,19,16,0,30,9,31,18,0,31,22,29,0,0.0,53,38,15,18,22,44,0,0,33,3,16,8,12,14,15,10,19,13,18,12,0,14,8,18,0,24,23,26,32.0,21,23,0,22,18,31,0,32,14,4,8,24,7,32,41,25,39,51,0,12,21,0,34,33,48,20,6,36,22,19,15,38,11,0,29,6,23,0,0,10,0,19,0,40,17,24,45,6,16,0,22,10,0,14,18,0,13,26,20,7,0,12,10,25,19,4,16,30,0,16,0,28,25,11,8,7,35,43,25,14,51,19,23,12,14,15,0,32,0,59,38,26,25
2009-01-01,40,0,11,30,5,23,24,16,14,22,18,21,9,10,25,55,26,22,22,51,16,14,17,25,31,50,0,22,22,13,30.0,14,23,17,10,0,30,35,14,49,0,0,16,3,18,11,12,0,0,35,9,17,9,0,22,31,19,44,33,40,49,29,26,0,6,23,10,17,0,12,20,17,26,0,33,15,8,20,6,40,5,21,9,14,14,31,47,0,0,0,35,22,42,25,14,26,45,47,16,17,22,0,32,11,38,20,0,40,30,31,8,0.0,59,42,19,13,29,39,3,0,32,10,15,13,12,18,18,23,25,6,10,19,0,22,1,19,0,28,0,23,28.0,13,0,0,23,28,54,0,41,16,18,9,22,6,37,29,31,34,56,0,9,23,9,40,34,64,24,7,35,30,42,15,43,21,0,0,16,0,0,0,9,17,8,0,41,23,33,13,10,18,0,26,11,14,0,21,0,15,26,24,14,0,16,13,26,17,4,30,33,0,20,0,39,23,11,8,20,35,38,29,17,56,25,12,0,19,13,30,47,0,32,29,35,28
2009-02-01,31,0,13,29,6,0,18,21,18,22,15,11,8,8,22,50,30,32,24,42,14,33,23,13,32,45,0,12,27,13,0.0,26,22,0,0,0,37,37,14,24,0,0,12,4,17,0,13,20,68,31,6,18,7,0,19,22,17,10,39,35,37,25,17,7,0,26,11,27,0,0,8,14,23,16,31,6,11,22,5,39,0,17,0,9,21,34,42,0,11,0,16,20,35,25,13,30,42,47,18,27,17,0,30,10,30,20,0,41,24,32,0,0.0,56,32,20,9,19,41,0,17,22,8,19,12,13,16,10,37,19,18,12,11,0,30,5,25,0,28,16,36,28.0,19,8,0,21,34,45,0,34,14,9,9,18,0,28,20,31,39,47,0,16,20,0,48,31,52,21,6,39,21,12,15,41,23,0,13,16,20,0,0,3,34,0,0,38,32,30,15,0,15,0,23,11,11,16,18,0,13,27,18,0,0,15,12,23,18,0,17,31,0,10,0,30,29,11,7,0,29,37,24,15,60,21,25,0,15,14,32,38,0,43,36,38,28
2009-03-01,26,0,9,23,9,18,27,0,23,26,27,17,10,8,21,36,27,29,24,37,15,28,13,30,15,45,0,15,20,15,0.0,8,17,23,7,0,27,30,14,30,0,0,14,4,17,0,6,19,0,32,5,17,4,0,17,27,18,19,26,43,44,31,29,0,17,23,8,18,0,19,21,13,24,14,22,13,10,15,5,30,15,20,9,14,35,30,50,0,23,0,34,43,25,25,14,31,44,43,18,22,17,0,30,10,38,18,0,30,21,24,5,0.0,58,29,15,34,29,33,3,5,32,12,16,12,23,19,15,17,22,5,12,12,0,20,2,26,0,25,0,31,60.0,17,8,0,17,5,25,0,30,15,21,10,23,11,31,69,32,29,51,0,15,22,13,24,37,51,23,5,43,23,6,14,42,32,0,0,15,55,0,0,3,0,0,25,39,17,31,13,0,16,0,18,7,10,28,17,0,14,32,20,6,0,14,12,32,15,11,14,32,0,11,0,48,24,11,23,0,29,38,27,15,59,17,22,8,15,13,10,23,0,41,23,13,27
2009-04-01,24,0,14,24,0,11,25,19,27,26,19,24,9,7,14,40,23,28,34,35,14,39,4,38,0,47,0,19,17,14,0.0,16,22,15,7,0,43,27,14,27,0,0,14,4,16,0,20,0,13,34,8,18,8,0,20,28,19,15,58,33,33,30,21,0,6,26,0,20,0,14,8,14,23,31,21,5,3,18,5,27,20,22,27,17,47,48,39,0,0,0,30,36,40,27,12,30,40,43,20,30,17,0,31,10,39,18,0,31,24,21,0,0.0,59,41,14,18,43,30,0,11,28,15,19,11,21,13,13,23,21,10,13,6,0,42,4,18,0,23,0,31,26.0,14,28,0,20,34,26,0,23,15,7,10,19,0,30,10,26,26,46,0,14,25,8,27,35,49,22,6,35,22,18,14,44,25,0,19,0,21,0,0,15,24,8,0,37,18,18,0,8,17,0,20,12,0,14,17,0,14,26,21,7,0,13,13,30,19,7,22,33,0,14,23,43,22,12,0,0,31,39,27,15,58,22,15,0,16,16,10,33,0,65,18,17,27
2009-05-01,34,0,16,26,0,4,19,6,18,23,20,19,9,8,19,43,30,18,9,44,15,34,19,19,8,41,0,14,13,14,0.0,23,20,15,10,0,43,42,13,36,0,0,14,4,15,0,12,0,0,31,10,12,8,0,20,24,17,5,21,29,36,32,29,0,12,22,19,35,0,13,8,13,24,15,27,5,11,15,5,33,5,17,60,10,7,42,36,0,13,0,18,49,31,26,12,28,38,44,17,16,15,0,30,11,28,19,0,34,17,24,0,0.0,55,34,10,8,34,41,0,5,26,5,17,12,15,11,4,7,21,15,13,15,0,24,0,19,0,22,16,38,13.0,20,41,0,21,12,41,0,31,15,28,10,30,8,31,17,31,31,48,25,17,23,0,19,33,50,21,5,42,22,7,15,43,28,0,28,5,0,0,0,5,0,8,0,34,8,21,16,3,14,0,17,11,9,0,19,0,13,22,20,3,0,15,12,27,18,11,35,30,0,8,19,31,25,10,10,100,19,37,28,14,56,19,26,0,15,15,21,11,0,41,21,32,26
2009-06-01,38,0,11,27,0,8,27,13,16,23,15,6,9,7,24,43,30,25,19,28,14,30,6,46,9,45,0,14,19,16,0.0,10,25,14,0,0,40,27,14,25,100,0,17,4,13,0,18,0,0,41,9,16,9,0,16,23,15,16,0,24,45,51,28,0,30,26,11,27,0,7,6,12,22,17,24,15,8,21,5,33,16,20,36,27,21,23,41,0,11,0,52,26,42,22,13,23,40,39,15,17,16,0,28,13,35,20,0,38,21,26,0,0.0,62,42,31,31,25,29,6,0,29,7,14,14,9,12,0,14,19,11,9,10,0,21,2,33,0,24,0,43,13.0,16,19,0,23,11,45,0,26,14,3,9,31,0,30,40,25,32,47,26,14,27,7,45,35,49,22,6,31,20,7,16,37,15,0,0,5,36,0,0,9,0,7,0,49,22,25,16,12,14,0,17,8,10,23,17,0,15,30,25,12,0,12,12,32,18,0,22,31,0,14,0,42,27,11,0,0,23,34,28,15,52,13,19,9,14,14,11,65,0,66,34,26,25
2009-07-01,56,0,13,20,6,5,32,6,20,22,10,11,9,7,10,34,26,25,30,28,13,24,14,29,18,38,0,16,16,13,0.0,16,19,21,0,0,40,34,14,27,73,0,13,3,15,0,18,0,0,34,7,12,9,0,19,22,14,9,18,31,40,27,24,12,5,20,10,28,0,14,20,14,21,64,23,13,13,8,5,31,14,19,10,8,14,35,43,0,11,0,38,26,28,25,11,27,39,35,15,16,15,0,26,10,31,18,0,28,12,24,0,0.0,57,32,20,27,18,25,0,4,20,10,13,13,13,24,22,8,20,21,7,19,0,17,1,14,0,24,0,18,18.0,20,19,0,21,16,33,0,22,15,21,8,20,30,29,8,23,27,47,56,17,26,0,30,32,49,23,6,26,22,41,14,37,17,0,0,5,34,0,0,9,11,0,0,39,19,24,0,6,15,0,17,8,0,68,16,0,14,32,38,18,0,14,12,22,18,4,33,34,17,6,0,30,23,11,8,0,32,32,27,14,50,20,15,8,15,15,11,11,0,37,12,28,25
2009-08-01,45,0,11,21,0,9,32,7,15,23,25,16,9,7,19,54,20,29,12,22,14,36,5,14,14,43,0,19,12,14,0.0,11,20,6,11,0,31,31,14,30,0,0,15,3,16,0,11,12,21,42,6,15,4,0,26,27,17,42,22,32,40,26,27,8,10,24,0,32,0,6,15,13,21,0,18,15,20,19,5,22,10,18,8,5,7,27,49,0,0,0,32,26,29,25,12,28,40,43,16,23,17,0,25,11,27,19,0,32,12,28,10,0.0,56,31,18,15,25,28,4,0,20,5,15,14,12,9,15,17,19,22,4,13,0,5,3,11,0,32,19,36,14.0,15,0,0,21,14,48,0,32,14,20,10,34,0,30,15,24,32,45,28,25,23,0,38,33,54,20,5,32,20,33,12,36,28,0,18,11,35,0,0,8,0,24,0,42,18,22,0,0,17,0,16,10,0,26,17,0,14,31,21,13,0,13,11,28,19,15,29,34,0,4,0,19,22,10,14,0,32,30,26,15,49,17,20,7,14,14,10,6,0,51,21,15,25
2009-09-01,25,0,12,19,11,19,22,7,22,22,24,9,9,8,14,33,26,27,31,25,14,31,13,21,17,37,0,17,15,16,0.0,8,20,32,11,0,19,21,14,39,0,0,13,3,16,0,5,0,0,32,6,17,7,0,24,21,16,13,28,32,42,29,29,0,6,22,7,20,0,18,19,12,23,16,15,12,7,12,5,25,23,19,0,16,48,18,47,0,37,0,23,18,29,25,12,29,40,36,15,16,16,0,26,10,30,19,0,26,15,26,0,0.0,61,40,14,15,26,31,0,0,34,20,19,11,21,23,26,14,18,6,10,13,0,32,5,26,0,24,14,33,36.0,15,0,0,20,13,38,0,18,15,9,9,27,0,29,52,25,35,49,29,25,19,15,24,34,50,21,6,36,25,36,13,37,16,0,0,0,35,0,0,6,0,6,0,45,20,23,17,0,16,0,14,11,10,23,17,0,15,29,20,7,0,13,13,26,20,9,40,27,0,6,18,27,23,10,0,0,14,36,25,15,54,20,16,0,14,15,22,29,0,39,14,22,26
2009-10-01,45,0,8,27,0,10,20,0,14,22,12,9,10,7,12,44,32,32,31,37,14,22,21,42,8,35,0,15,8,13,24.0,12,19,35,0,0,23,33,15,21,0,0,14,3,15,0,5,17,10,38,9,20,9,0,15,23,16,22,22,33,36,30,26,0,17,18,8,28,0,6,21,13,23,46,16,11,7,19,5,25,17,19,0,15,33,34,41,0,12,0,28,19,43,27,12,34,39,38,19,23,15,0,27,9,29,19,0,28,19,22,0,0.0,62,39,13,16,22,44,0,0,29,4,14,12,11,25,38,0,21,15,9,10,0,18,3,33,0,25,0,34,37.0,17,8,9,25,11,41,0,30,15,11,9,35,0,30,26,30,25,40,24,27,22,0,26,30,53,21,6,39,20,30,14,41,14,0,0,5,14,0,0,6,0,0,0,42,15,20,0,5,18,0,20,7,8,42,16,0,14,32,29,9,0,14,11,24,22,6,24,31,15,18,0,38,28,12,4,0,36,40,25,14,56,17,23,0,15,16,21,26,0,43,19,16,27
2009-11-01,33,0,11,25,0,11,17,25,11,19,16,14,10,8,25,44,30,23,28,37,15,24,12,25,24,46,0,17,12,15,0.0,9,21,19,19,0,28,19,15,34,0,0,15,3,16,0,21,19,0,28,8,16,9,0,24,28,18,30,15,37,39,32,20,0,11,24,8,30,0,17,18,15,24,31,26,14,8,16,5,27,9,20,0,15,26,29,38,0,0,0,20,25,27,29,13,30,42,39,18,19,16,0,27,10,34,19,0,35,22,25,0,0.0,65,32,12,8,24,26,5,11,11,4,19,14,17,16,8,23,19,18,6,11,0,45,4,10,0,24,13,41,18.0,16,34,0,22,14,28,0,25,15,27,9,32,0,29,20,28,23,41,25,23,22,0,35,31,48,22,6,31,22,25,14,38,23,0,0,0,15,0,0,13,13,6,0,43,23,21,0,5,15,0,21,11,9,0,15,0,14,22,24,14,0,14,11,27,18,9,26,31,14,10,40,20,18,11,4,0,20,32,23,15,53,16,18,7,15,16,36,57,0,66,20,15,26
2009-12-01,26,0,8,22,0,34,34,10,12,20,14,16,9,7,17,33,33,23,17,26,14,7,10,43,10,32,0,25,14,13,0.0,7,18,31,12,0,38,17,13,25,0,0,11,4,13,0,35,0,0,26,8,13,10,0,15,25,18,32,17,23,38,30,22,8,9,18,0,26,0,17,28,13,22,16,36,14,5,16,5,22,13,17,17,14,13,40,43,0,0,46,9,25,26,24,11,30,36,31,19,19,15,0,24,10,30,20,0,32,25,17,0,0.0,57,36,21,20,28,28,6,13,54,7,17,11,9,13,23,22,18,21,14,8,0,23,0,17,0,23,0,13,34.0,21,16,0,20,0,32,0,14,14,14,8,35,37,25,52,33,31,45,26,20,16,10,26,27,46,21,5,30,21,7,12,40,15,0,0,20,17,0,0,3,0,21,0,42,18,24,0,3,15,0,18,8,0,22,15,0,13,22,22,10,0,15,12,28,17,0,27,31,0,10,0,29,22,11,0,0,32,35,25,13,49,11,20,0,13,13,21,26,0,31,10,19,24
