date,Åland Islands,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Plurinational State of Bolivia,"Bonaire, Sint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Democratic Republic of the Congo,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland Islands (the) [Malvinas],Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Islamic Republic of Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Republic of Korea,Kuwait,Kyrgyzstan,Lao People's Democratic Republic (the),Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Republic of North Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Federated States of Micronesia,Republic of Moldova,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,"Palestine, State of",Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Réunion,Romania,Russian Federation,Rwanda,Saint Barthélemy,"Saint Helena, Ascension and Tristan da Cunha",Saint Kitts and Nevis,Saint Lucia,French part Saint Martin,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Dutch part Sint Maarten,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Svalbard and Jan Mayen,Sweden,Switzerland,Syrian Arab Republic,Province of China Taiwan,Tajikistan,"Tanzania, United Republic of",Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United States of America,Uruguay,Uzbekistan,Vanuatu,Bolivarian Republic of Venezuela,Viet Nam,British Virgin Islands,Virgin Islands (U.S.),Western Sahara,Yemen,Zambia,Zimbabwe
2020-11-03 23:00:00,38.0,73,70,33,100,46,53,84,73,43,69,70,67,64,100,68,78,61,79,65,59,69,70,73,70,44,49,40,65,71,68,53,100,47,59,60,64,65,37,93,55,93,55,0,97,100,17,50,60,64,76,63,90,68,59,100,35,61,62,62,62,100,0,96,100,68,90,40,56,59,57,65,67,50,83,75,68,93,63,60,42,,56,61,58,52,60,83,60,74,61,82,68,66,84,94,69,86,63,83,70,60,66,90,58,64,78,75,,91,71,94,87,66,68,97,73,71,32,70,59,91,58,100,81,89,100,66,60,8,74,74,56,67,59,33,100,100,59,21,67,72,71,0,67,66,51,66,59,100,68,49,65,70,70,85,52,65,59,61,61,84,68,50,62.0,70,84,79,90,65,100,76,19,64,73,13,70,60,100,32,64,71,59,0,89,84,100,62,62,76,50,83,69,59,81,77,100,0,68,62,89,91,82,48,76,51,51,76,57,69,68,43,81,70,87,83,68,65,60,93,41,66,92,70,80,100,66,63,100
2020-11-04 00:00:00,100.0,100,100,100,85,100,100,100,100,100,100,100,100,100,88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98,100,100,42,100,100,100,100,100,100,100,100,100,100,0,100,76,100,100,100,100,100,100,100,100,100,75,100,100,100,100,100,0,0,100,66,100,42,100,100,100,100,100,100,100,100,100,100,100,100,100,100,15.0,100,100,100,100,100,39,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0,100,100,100,100,100,100,55,100,100,100,100,100,100,100,66,100,100,90,100,100,18,100,100,100,0,100,0,100,89,100,0,100,100,100,0,100,100,73,100,100,61,100,97,100,100,100,100,100,100,59,100,100,84,100,100,100.0,100,100,100,100,100,77,100,100,100,100,100,100,70,87,100,100,100,100,0,100,100,52,100,100,95,100,100,100,100,100,100,92,0,100,100,100,100,51,100,100,28,100,70,100,100,100,59,100,100,100,100,100,100,100,100,39,100,100,73,59,73,100,100,100
2020-11-04 01:00:00,,62,44,17,17,22,0,33,36,23,28,38,80,94,32,38,22,37,55,78,27,52,34,43,41,13,73,40,39,31,84,53,27,25,38,56,47,29,56,42,27,43,34,0,55,33,11,25,43,77,49,27,58,100,71,6,23,27,30,40,29,66,0,100,17,50,8,55,18,67,84,35,26,29,21,62,63,31,9,94,26,31.0,33,32,24,29,43,3,18,41,26,38,66,72,27,28,45,36,67,18,81,85,31,35,36,47,39,46,0.0,37,27,41,24,52,71,82,36,23,42,70,56,33,66,75,28,27,30,28,67,8,29,32,33,0,26,0,44,21,59,0,47,31,28,0,19,72,27,37,27,13,62,11,81,48,38,3,42,40,22,30,38,21,82,65,,38,61,66,54,30,12,60,24,27,59,33,32,22,18,0,44,27,82,51,42,37,27,64,69,20,24,36,37,76,19,58,28,0,73,68,37,36,25,46,26,27,76,31,26,35,86,21,32,43,58,41,68,72,40,37,65,46,34,16,34,18,34,23,43
2020-11-04 02:00:00,,53,61,10,13,73,0,54,50,38,43,46,85,66,47,38,27,45,46,92,23,71,48,24,43,19,64,26,55,34,64,49,62,29,43,54,57,34,77,33,34,44,44,29,66,49,3,33,50,83,59,29,66,87,75,35,18,46,37,53,32,59,0,73,18,55,20,50,26,58,95,40,29,48,18,50,72,36,99,97,28,38.0,51,42,28,42,62,20,34,48,33,40,61,63,37,31,64,49,75,13,92,97,38,41,57,49,31,49,0.0,48,53,53,32,68,69,62,53,39,59,52,68,36,70,64,18,31,38,29,88,23,42,62,41,19,36,11,51,21,100,0,57,43,32,0,18,80,26,46,30,37,67,5,100,41,36,10,39,52,27,47,46,23,82,78,,49,60,60,52,38,28,90,32,35,47,46,55,35,24,0,65,37,87,20,53,38,34,66,58,49,38,40,57,93,31,59,39,0,75,75,59,42,39,28,27,13,69,32,33,56,89,35,39,40,65,51,75,79,57,48,44,61,36,23,55,22,50,23,25
2020-11-04 03:00:00,,59,53,21,34,70,11,36,63,26,45,51,74,76,50,39,32,45,46,85,27,57,61,23,52,0,82,39,71,46,57,53,26,54,48,51,69,47,74,37,47,52,61,20,51,79,4,45,98,55,65,30,54,57,80,50,14,54,43,58,43,84,0,46,29,61,24,57,30,46,100,38,33,76,19,55,76,33,67,90,20,37.0,56,48,33,43,97,25,28,49,36,46,42,61,45,37,65,58,96,20,77,100,50,59,100,65,25,50,0.0,66,49,47,48,38,67,36,48,50,61,39,79,37,100,58,36,37,44,27,75,0,51,56,51,14,44,0,47,19,92,64,74,41,36,0,24,76,30,50,37,24,76,36,88,42,37,20,36,64,47,57,58,28,66,92,,54,39,46,53,32,45,100,33,30,50,0,69,18,0,0,68,58,89,10,63,42,30,47,58,25,33,47,30,100,35,42,36,0,79,65,31,50,62,31,33,56,50,29,43,69,89,34,37,42,58,50,81,83,71,38,12,74,41,44,82,36,48,59,39
2020-11-04 04:00:00,,37,60,37,71,74,67,32,84,32,67,58,76,74,54,40,41,76,53,80,55,74,87,41,70,11,59,42,83,61,52,49,54,17,61,58,82,46,0,24,60,75,70,0,79,69,19,58,90,46,75,65,65,50,64,50,44,75,62,73,56,56,0,52,67,55,0,100,44,43,98,36,46,66,100,50,76,43,76,71,29,69.0,100,69,42,79,69,0,46,68,54,60,48,58,49,50,53,58,96,38,72,94,60,57,73,59,31,57,0.0,73,61,39,43,31,75,59,40,67,55,36,84,54,56,40,48,50,37,83,75,24,49,76,61,7,59,0,41,22,63,0,76,39,52,0,29,83,29,59,54,40,74,30,89,44,47,6,53,77,47,83,74,38,52,100,,48,33,61,59,50,23,99,29,43,78,0,62,30,26,0,71,47,60,29,34,55,62,60,58,25,61,51,43,100,46,37,42,0,76,71,49,70,50,36,44,45,64,0,55,57,98,39,34,49,57,44,88,91,87,47,17,90,59,49,56,50,67,70,40
2020-11-04 05:00:00,,52,64,20,50,60,0,64,93,39,59,60,75,63,57,42,46,88,56,79,61,52,34,34,74,0,62,41,93,55,47,46,49,87,70,65,87,47,56,26,72,77,81,21,77,71,18,76,94,55,83,25,74,48,76,53,29,86,75,75,79,29,16,49,39,65,0,27,39,44,95,36,37,57,36,45,75,58,15,64,20,85.0,71,54,50,65,87,16,95,78,63,68,55,87,53,61,45,60,87,17,65,91,74,61,93,61,29,59,0.0,72,52,40,84,29,74,60,56,100,41,29,57,65,64,50,43,59,46,81,76,0,69,100,50,29,65,0,43,34,60,0,82,34,57,0,32,71,53,61,56,28,71,33,87,42,50,30,43,86,42,100,80,39,51,87,,54,38,58,59,64,100,85,82,57,81,0,85,42,52,0,54,89,59,22,77,61,59,54,41,69,64,46,50,87,60,44,69,0,75,76,46,69,48,45,57,24,75,19,61,56,79,66,49,51,56,44,88,93,93,41,49,96,67,56,82,0,74,49,45
2020-11-04 06:00:00,,57,63,26,42,66,0,40,93,46,100,64,60,58,80,39,63,87,52,74,40,63,18,83,82,19,56,59,100,61,40,35,59,90,67,78,92,69,78,27,78,63,88,16,79,43,6,90,94,51,74,100,55,55,69,50,38,100,88,76,85,58,0,48,51,70,0,34,44,42,87,40,48,89,45,44,66,65,50,55,0,53.0,61,65,66,63,70,30,51,70,78,63,51,81,67,73,41,54,91,24,50,90,85,65,73,52,30,66,0.0,71,59,62,73,27,71,58,42,94,40,33,58,57,51,47,40,61,49,51,56,22,82,42,60,15,78,0,46,46,36,0,91,47,66,0,38,71,42,66,72,29,81,55,92,51,56,0,53,86,77,88,99,42,49,86,,62,46,51,60,57,34,84,56,53,0,0,37,65,29,27,48,83,57,27,77,62,80,50,41,43,71,43,50,93,72,52,100,71,69,63,73,69,73,50,60,86,65,52,85,68,64,50,52,60,52,52,88,94,88,50,58,99,66,24,55,100,67,57,48
2020-11-04 07:00:00,,57,55,16,46,57,100,63,100,50,56,71,53,61,100,40,74,80,51,65,100,67,73,53,65,0,43,60,88,66,39,41,60,60,60,79,93,55,34,33,85,60,98,24,94,51,23,100,65,40,94,23,56,51,54,38,30,100,100,72,84,66,0,40,51,79,0,66,55,38,65,79,50,62,48,53,55,63,31,52,0,68.0,80,100,70,63,41,3,53,75,85,61,42,72,81,81,39,53,85,40,48,75,89,66,45,54,37,70,0.0,70,60,57,77,28,65,80,41,88,28,32,51,64,49,41,45,62,65,44,58,29,100,26,70,10,84,24,37,36,54,0,74,37,67,0,46,56,43,68,77,41,80,39,69,55,63,32,52,97,72,64,100,48,40,90,,63,48,47,64,67,62,88,0,63,68,0,80,40,22,65,51,71,50,11,98,63,47,41,44,100,70,44,66,79,80,67,80,0,53,54,72,72,81,60,62,56,61,75,79,59,64,38,0,65,46,53,85,93,98,48,83,100,59,87,0,44,66,65,50
2020-11-04 08:00:00,,57,57,21,20,53,0,57,84,48,87,68,51,57,90,46,78,92,45,54,61,63,66,53,100,27,49,52,78,77,41,37,51,37,56,82,91,100,40,38,99,58,93,22,100,49,24,78,52,40,96,72,44,47,49,53,27,84,88,70,76,37,26,41,27,79,100,24,69,39,51,23,57,78,37,59,55,63,11,54,67,76.0,81,74,69,40,38,2,56,100,92,58,39,42,86,93,41,59,71,24,44,61,100,66,47,53,37,71,0.0,68,57,60,80,20,66,72,62,89,26,30,41,62,51,52,51,65,54,43,60,51,58,91,74,46,84,40,33,47,53,0,59,50,68,100,52,48,43,68,72,34,78,30,58,65,68,13,42,91,58,53,99,53,36,71,,64,50,46,67,56,56,80,43,89,56,0,88,34,19,0,55,56,51,13,64,64,40,36,39,77,88,47,68,63,98,57,78,0,49,49,68,71,87,60,67,94,61,13,86,47,60,88,81,63,47,57,69,95,83,70,100,92,57,25,61,43,70,66,49
2020-11-04 09:00:00,,46,57,20,36,46,40,86,74,44,79,68,49,59,93,49,76,99,46,55,66,72,68,77,80,26,47,54,75,85,42,28,88,25,36,73,97,61,56,41,100,59,100,22,92,51,37,92,51,40,85,91,47,43,46,54,17,95,92,67,100,49,0,34,50,89,77,30,45,44,48,54,47,61,28,48,52,61,22,50,41,100.0,90,55,100,27,64,8,74,96,90,59,41,50,85,94,44,57,53,15,43,58,100,64,33,60,38,76,0.0,70,59,48,95,23,66,49,58,74,22,29,40,59,49,63,63,70,66,33,64,63,53,70,71,19,78,0,41,39,58,29,49,53,68,0,57,47,45,74,90,61,76,29,56,62,70,31,51,88,57,54,86,56,34,53,,75,43,44,62,69,19,88,15,70,59,45,100,45,20,8,55,42,53,27,50,65,38,35,37,40,76,47,59,55,90,57,76,38,44,47,74,67,78,70,75,69,70,28,100,44,64,20,43,66,46,61,56,99,100,56,77,92,43,89,39,40,65,68,57
2020-11-04 10:00:00,,56,56,23,37,48,0,65,70,55,82,68,49,58,82,55,76,80,48,53,55,80,74,79,84,22,48,55,72,69,43,24,81,18,62,68,100,57,49,46,86,67,98,28,75,67,28,93,52,39,92,58,52,48,47,49,32,98,87,65,99,41,22,39,50,85,22,23,35,41,47,45,86,57,37,59,54,61,29,55,28,56.0,87,62,89,46,54,5,66,90,74,62,41,41,83,84,41,46,50,24,48,59,94,64,29,53,37,77,0.0,75,61,38,85,29,71,71,47,70,33,30,42,59,47,52,60,74,61,34,54,27,61,62,80,31,83,0,44,46,48,39,48,59,74,0,60,46,48,71,73,40,80,44,49,65,63,6,47,100,46,47,82,56,31,46,,70,49,46,65,67,37,80,54,60,74,0,73,34,26,27,53,39,50,21,75,67,79,37,43,44,89,52,76,55,93,64,63,0,48,49,67,64,56,75,70,66,59,16,84,45,61,64,43,69,46,61,54,100,82,52,61,90,46,67,64,24,60,76,60
2020-11-04 11:00:00,,55,66,23,54,52,20,59,63,43,69,67,55,56,84,51,82,73,43,58,82,72,100,86,70,14,51,64,57,64,46,40,62,35,35,81,98,63,20,50,67,66,86,5,90,63,0,92,53,52,100,39,52,46,49,41,28,89,82,64,88,30,0,36,40,75,0,48,33,43,57,26,76,57,40,47,57,61,34,56,31,65.0,53,78,95,40,66,4,63,78,73,58,44,39,81,71,38,44,50,14,49,60,87,61,25,52,41,74,0.0,65,58,59,67,26,61,55,40,49,31,34,47,55,45,42,43,62,51,38,41,14,38,67,75,29,86,0,40,45,49,41,51,54,81,0,62,50,36,76,100,43,79,31,51,58,70,16,58,96,48,36,88,50,34,44,,61,40,43,64,82,43,74,52,40,81,15,51,12,12,42,46,44,51,25,58,64,55,36,39,48,63,50,63,52,93,53,44,0,51,57,56,56,87,67,63,49,94,0,65,45,56,43,66,72,49,59,52,100,60,52,16,71,37,43,41,27,63,79,57
2020-11-04 12:00:00,,53,56,33,26,55,36,29,53,46,33,70,50,75,78,48,66,57,47,54,74,68,49,52,60,3,55,54,48,52,43,31,69,20,51,75,88,52,62,39,51,61,59,7,90,53,0,84,50,45,93,30,50,44,47,48,14,60,54,60,85,42,0,42,30,81,0,25,37,42,45,18,81,62,44,55,57,64,22,56,24,32.0,36,63,79,28,59,5,52,75,100,57,43,66,82,68,39,41,49,13,49,62,70,61,32,49,42,70,0.0,72,60,72,75,28,64,59,51,41,24,32,42,52,38,34,50,58,53,42,48,0,35,43,76,11,100,0,35,44,50,0,48,43,71,0,57,44,32,70,81,63,83,38,51,60,70,12,46,80,31,30,77,45,34,46,,62,50,45,67,70,29,80,55,39,39,29,56,21,41,0,46,46,49,26,56,61,65,36,44,34,83,49,57,53,100,61,32,31,45,46,61,52,88,70,60,44,79,35,46,49,56,54,45,67,50,56,54,92,55,60,47,53,42,33,19,18,51,73,56
2020-11-04 13:00:00,,46,46,50,65,40,30,48,48,46,33,69,49,74,45,50,62,48,46,49,66,47,54,45,47,14,50,57,45,42,47,26,49,27,60,77,73,38,64,44,44,63,45,14,67,72,0,76,57,46,82,20,51,47,46,44,29,53,35,63,73,64,0,43,33,73,0,22,61,40,35,16,18,56,59,63,54,68,27,55,33,48.0,46,74,67,34,50,6,38,60,62,56,43,38,71,64,40,46,51,13,53,51,42,58,32,55,46,70,0.0,74,50,61,48,29,61,33,51,54,27,30,35,53,41,33,57,57,60,38,57,38,32,40,68,24,83,0,36,36,51,0,43,57,62,0,53,42,20,77,70,39,85,62,43,58,68,8,37,72,27,32,55,46,32,51,,61,47,45,64,66,30,85,17,36,38,28,38,0,16,13,47,31,50,18,61,58,58,37,44,45,73,49,52,60,79,54,27,0,47,42,59,50,82,61,53,25,61,0,38,41,58,95,40,65,49,54,52,82,49,50,77,41,43,38,12,41,56,77,60
2020-11-04 14:00:00,,50,56,100,36,55,24,42,47,51,38,72,51,70,46,52,60,49,54,52,39,64,43,49,52,9,52,62,50,59,47,39,63,26,52,81,67,38,69,56,42,70,43,29,88,71,0,53,58,50,70,23,60,49,47,32,14,51,32,60,61,61,0,40,46,77,22,28,66,43,37,27,64,69,49,62,56,65,23,56,34,44.0,33,67,54,57,63,3,32,53,58,64,45,40,64,76,43,55,49,18,53,50,35,56,36,58,44,71,0.0,82,57,53,63,25,65,56,43,45,24,35,41,57,44,45,60,65,55,32,59,46,30,51,73,34,65,0,43,38,53,0,40,47,56,0,53,46,0,88,48,49,83,51,51,53,61,22,41,65,33,32,44,51,37,40,,58,51,46,66,91,31,84,35,30,36,23,46,0,18,0,50,41,54,30,70,62,32,40,46,38,60,52,48,52,74,64,36,0,49,45,56,60,74,72,55,40,76,0,35,39,61,51,39,71,53,57,51,77,44,59,71,40,56,41,29,28,68,78,71
2020-11-04 15:00:00,,57,57,42,37,59,0,41,43,53,41,76,54,60,28,49,58,43,53,50,39,48,51,46,45,3,51,70,55,65,48,43,44,33,52,86,61,52,67,72,40,74,40,12,92,63,0,41,53,50,73,29,52,50,46,48,12,48,30,63,46,27,50,39,39,86,34,35,54,42,37,10,100,58,44,59,55,69,26,54,47,36.0,41,32,42,33,62,3,37,50,52,58,47,49,64,75,42,54,49,11,49,47,38,58,35,55,44,67,0.0,76,52,58,66,29,73,55,51,58,28,36,37,54,44,44,61,60,64,30,50,0,27,47,60,18,53,45,29,46,58,16,41,51,52,0,48,46,23,76,45,51,86,31,56,54,59,32,59,59,22,36,42,54,37,39,,58,45,48,70,76,15,71,13,30,86,60,69,0,17,0,49,42,52,15,60,60,7,40,45,44,82,52,100,41,68,72,47,0,51,46,65,59,73,73,58,28,71,0,33,43,62,30,23,71,53,57,53,70,54,49,0,38,69,24,12,17,47,66,58
2020-11-04 16:00:00,,47,58,63,33,53,29,48,49,46,37,81,55,68,32,47,56,58,52,52,34,53,52,49,55,11,43,60,50,40,49,41,69,32,50,74,58,31,79,86,45,67,38,12,64,75,18,43,57,44,65,28,53,50,52,41,19,43,30,58,45,17,77,42,40,71,0,27,69,42,38,24,89,59,44,52,54,67,24,48,28,39.0,42,89,39,56,44,3,36,47,48,59,45,45,66,68,40,55,51,20,50,47,35,65,35,58,45,61,0.0,66,51,46,55,30,59,33,46,52,30,40,37,63,41,38,50,59,50,33,54,0,30,36,61,6,46,0,31,29,38,34,43,47,44,0,48,48,18,100,43,48,80,24,49,58,57,0,50,53,20,29,38,58,37,40,,53,42,48,68,72,28,76,48,29,88,52,33,44,18,0,54,40,50,0,65,61,35,43,50,59,61,52,64,42,60,61,37,0,52,48,49,60,63,59,56,20,42,60,36,43,57,33,36,66,50,52,53,70,49,56,0,39,74,12,50,34,45,73,59
2020-11-04 17:00:00,,55,49,76,36,49,0,49,40,39,43,91,52,54,40,46,54,45,51,54,26,50,53,43,52,8,51,59,43,33,43,50,64,37,44,64,59,52,80,62,41,52,45,21,66,66,18,40,47,45,70,28,52,45,53,23,9,35,32,51,47,48,0,46,27,63,0,18,100,38,40,22,43,56,34,55,55,70,11,44,27,39.0,38,69,36,43,36,5,43,46,47,58,45,42,71,73,40,48,48,22,55,49,40,72,34,53,49,52,0.0,63,50,61,35,31,63,50,50,58,30,37,43,60,44,57,47,54,51,35,54,0,31,58,58,6,43,0,40,30,20,20,38,43,42,0,42,49,40,93,43,67,81,30,51,56,57,37,47,53,38,28,41,62,36,43,,59,49,45,65,66,32,66,29,28,34,15,49,87,4,13,52,46,56,16,52,59,15,40,41,0,47,52,68,43,58,61,50,0,51,50,52,58,59,51,56,62,73,66,34,43,48,26,34,53,51,52,53,68,45,46,87,40,64,21,43,21,42,66,56
2020-11-04 18:00:00,,44,46,43,44,51,10,45,38,51,27,100,48,57,32,50,50,45,48,52,38,52,48,32,37,9,46,42,43,32,44,45,72,27,39,58,55,45,52,68,33,52,41,5,48,45,25,43,43,43,65,27,41,46,43,36,22,42,33,43,50,51,0,35,27,49,0,15,70,40,45,20,36,63,30,46,49,64,27,38,12,48.0,42,65,36,43,41,3,31,40,44,57,45,55,73,60,37,42,44,18,50,50,32,75,27,49,39,45,0.0,58,47,51,58,30,48,60,37,48,25,33,40,52,38,42,36,57,53,36,52,100,27,46,53,6,40,0,28,32,39,16,33,53,41,0,45,44,83,77,46,45,69,75,48,47,58,0,54,52,100,31,48,68,36,42,,48,42,44,68,70,21,56,22,32,40,39,63,9,16,45,51,40,46,12,47,53,23,40,45,18,50,46,23,43,58,59,35,36,47,48,61,58,60,47,46,35,54,25,31,39,48,59,50,48,43,54,49,66,38,57,39,36,59,17,33,17,43,59,48
2020-11-04 19:00:00,,47,45,32,48,48,11,73,38,55,26,98,53,65,26,53,54,50,58,49,31,41,65,23,41,3,42,58,48,96,47,48,69,26,42,58,57,45,51,34,34,54,35,14,60,52,10,33,50,41,62,24,47,42,53,44,17,33,28,39,42,41,0,49,33,51,17,25,50,44,41,22,34,48,38,64,52,60,26,44,34,61.0,40,90,40,44,35,6,32,38,44,62,46,45,86,69,40,47,45,18,54,47,39,83,31,54,48,47,0.0,67,55,70,37,37,66,34,42,50,35,43,44,64,40,40,32,52,53,29,50,0,28,44,53,20,41,0,30,38,38,59,34,40,42,0,52,42,42,61,43,49,67,81,46,56,59,0,40,52,45,34,44,80,36,49,,56,39,49,70,65,41,64,54,46,31,13,62,20,23,36,53,40,43,53,49,59,44,37,46,86,41,47,39,44,56,55,24,17,54,48,52,59,45,41,42,0,54,51,40,40,53,12,53,46,51,57,52,68,43,68,38,34,55,54,41,11,54,39,51
2020-11-04 20:00:00,,52,44,29,38,46,12,41,38,47,24,86,57,53,44,53,60,58,71,53,33,57,56,22,39,16,48,61,53,92,56,39,30,23,47,57,58,59,42,51,36,65,35,0,52,56,26,34,35,50,61,15,56,47,55,41,28,45,26,36,41,32,0,55,44,49,0,24,34,49,40,36,34,42,36,59,57,56,31,51,32,40.0,34,91,37,36,32,6,42,45,44,69,50,40,95,73,40,44,45,11,60,47,43,96,45,53,42,46,0.0,72,51,35,14,44,57,51,42,52,28,51,45,49,43,54,27,56,49,28,60,0,29,33,64,0,44,0,42,52,38,18,30,36,45,0,41,50,40,52,36,28,60,63,48,52,63,0,49,50,54,32,40,84,40,47,,58,79,61,79,78,17,57,33,30,50,37,57,53,16,13,58,34,50,0,47,64,42,45,53,67,49,53,45,49,58,47,57,0,55,52,59,65,53,44,45,71,49,26,37,42,57,48,36,48,59,58,55,69,50,51,61,35,62,20,14,19,45,48,45
2020-11-04 21:00:00,,67,55,28,34,52,12,30,42,79,38,72,72,90,54,65,72,64,76,69,44,65,75,95,46,7,60,53,59,100,66,36,76,26,52,70,62,45,43,46,40,79,40,27,51,41,6,39,54,57,64,35,63,57,70,20,29,52,28,54,42,35,0,61,70,39,0,44,42,69,61,35,49,56,38,95,67,62,40,59,46,65.0,38,77,38,40,42,5,52,46,40,78,64,49,100,96,43,51,52,26,79,59,50,100,39,60,56,58,0.0,99,58,65,39,46,68,37,44,55,29,65,53,77,46,70,39,72,34,35,65,24,26,45,77,48,47,0,55,74,48,12,47,40,52,0,60,62,35,53,35,30,65,37,64,59,70,70,46,53,79,34,40,100,52,48,,56,50,69,91,87,5,71,43,44,33,24,59,38,15,29,65,46,55,0,55,82,44,60,65,81,58,58,35,50,67,60,59,0,69,66,56,86,19,48,54,91,53,41,41,49,61,97,32,55,68,64,64,73,56,80,31,36,68,57,26,40,41,55,44
2020-11-04 22:00:00,,77,49,22,58,54,0,46,43,99,50,59,83,87,36,65,76,75,100,77,32,53,53,36,48,10,57,43,55,91,71,45,65,31,58,68,63,38,46,42,42,94,44,0,70,71,5,38,63,62,80,39,76,73,76,26,34,59,32,59,45,38,0,90,29,45,27,12,40,78,65,16,45,51,40,91,69,63,35,74,42,46.0,43,77,37,57,46,7,48,64,50,100,77,54,88,97,46,49,56,20,80,75,58,80,56,68,57,57,0.0,100,56,72,74,67,73,59,38,53,28,81,53,91,56,78,28,92,66,31,72,0,30,44,48,0,47,0,46,100,43,0,55,61,54,0,69,71,27,51,43,32,67,19,65,59,74,33,54,56,46,38,41,97,67,52,,62,53,76,99,78,35,74,25,43,82,37,69,44,31,22,62,47,70,0,56,95,39,69,88,79,60,60,40,58,67,55,46,25,73,70,63,100,44,60,81,32,68,27,45,52,66,30,42,64,87,60,68,72,52,59,24,41,82,37,20,39,54,58,49
2020-11-04 23:00:00,,83,50,23,100,54,35,43,47,57,49,58,85,100,50,69,100,67,97,88,49,69,49,57,55,15,77,75,52,85,84,52,59,39,100,78,66,40,25,100,45,100,49,40,89,43,13,47,52,85,82,31,76,92,75,37,33,47,36,63,57,86,0,74,100,53,0,20,37,100,72,40,47,36,58,85,72,65,48,83,63,50.0,35,91,45,41,44,13,36,74,54,88,86,65,79,100,49,52,67,29,95,90,60,68,53,82,100,65,0.0,82,54,53,80,86,74,98,64,64,41,100,63,100,62,44,30,100,78,30,100,13,37,67,74,0,48,41,80,72,55,21,65,100,87,0,78,87,46,61,50,45,70,41,79,65,82,35,86,59,54,38,48,77,83,66,,72,90,82,100,99,38,88,41,33,77,33,64,38,18,0,69,64,72,0,60,100,49,88,100,84,43,65,53,71,75,69,66,0,89,71,79,96,33,54,100,35,60,48,44,63,73,40,43,88,99,65,82,74,46,79,69,48,100,46,57,74,69,66,82
2020-11-05 00:00:00,,83,55,33,42,75,0,67,48,51,41,59,97,73,52,80,85,56,80,92,41,58,52,95,54,23,79,61,52,96,100,58,42,45,92,82,68,44,91,60,42,86,49,0,78,54,33,50,53,94,82,38,93,90,70,32,28,56,40,59,60,52,0,87,20,82,12,6,50,80,77,35,31,29,38,76,76,53,45,92,72,48.0,33,74,46,100,39,9,43,63,63,70,95,78,85,80,57,62,74,31,97,100,55,51,39,84,76,89,0.0,60,69,76,99,100,78,82,51,60,100,75,84,91,55,100,31,79,100,42,100,12,39,68,74,0,52,19,55,61,67,26,68,83,100,0,100,91,36,59,50,26,76,20,85,75,100,42,74,63,46,39,53,56,100,84,,70,100,99,93,88,20,94,32,48,48,0,59,27,18,100,65,46,89,0,69,81,46,94,70,41,98,77,70,81,89,57,48,0,98,80,84,72,20,100,85,27,96,45,46,75,83,83,31,94,100,72,86,71,44,85,73,47,87,67,26,30,60,70,54
